School Name,Author Name,Review,Rating,Language,Relative Time
Jalal School Private School,محمد اسماعيل,,1,ar,2 months ago
Jalal School Private School,sayed Azoz,,3,ar,3 months ago
Jalal School Private School,Ahmed Asmael,,2,ar,8 months ago
Jalal School Private School,Sayed Gaber,,1,ar,a year ago
مدرسة الشيماء,dr.suzan alam,,4,en,4 months ago
مدرسة الشيماء,Mero Zarif,,5,en,7 months ago
مدرسة الشيماء,Mrem Malak,,1,ar,a year ago
مدرسة سمارت الخاصة,Giuseppe abdelah,Amazing school,5,en,2 years ago
مدرسة سمارت الخاصة,Ahmed Shallo,متوسطة المستوى ليس بها لغات وليس بها  حمام سباحة ومستوى المعلمات متوسط ولكن تمشي الحال على قد البيبي كلاس,3,ar,7 months ago
مدرسة سمارت الخاصة,smart school,احلى مدرسة 😍,5,ar,2 months ago
مدرسة سمارت الخاصة,mohamed abdelrazik80,مدرسه جميله ومحترمه,5,ur,a year ago
مدرسة سمارت الخاصة,Fatma Magde,تمام,5,fa,a year ago
Futures British School مدرس فيوتشرز البريطانيه,Ahmed Sameh,Right place,5,en,a year ago
Futures British School مدرس فيوتشرز البريطانيه,Mohamed El Mosallamy,,1,en,5 months ago
Futures British School مدرس فيوتشرز البريطانيه,Islam Lasheen,,5,en,8 months ago
Futures British School مدرس فيوتشرز البريطانيه,Bassem Adel,,3,en,a year ago
Futures British School مدرس فيوتشرز البريطانيه,Abdo Morshed Eldewik,,1,ar,3 months ago
Modern School Ahmadasmt,Mohamed AbulMaaref,"Money is first priory  
I hate this place",1,en,5 months ago
Modern School Ahmadasmt,Rania otaleb,مدرسه سيءه جدا و التعليم فيها وحش جدا,1,ar,2 months ago
Modern School Ahmadasmt,هايدي هايدي,بسبب البوابين اللي داخل مدخل الباب,3,ar,5 months ago
Modern School Ahmadasmt,Mazen Nasser,عشان دى مدرستى,5,ar,4 months ago
Modern School Ahmadasmt,محمود تكنولوجيا,اسعار ناصر,1,ar,3 months ago
Schools Modern School buds,Hala Siyad,هذه المدرسه حفظ مش فهم انا هخرج ابني منها,1,ar,a month ago
Schools Modern School buds,awatef Shahin,,5,en,11 months ago
Schools Modern School buds,تحدي الانتقام,,5,ar,3 months ago
Schools Modern School buds,Mohamed Adham,,5,ar,7 months ago
Modern School El Zahraa,L ʚïɞ J,مدرستي فين اياااامك وحشتيني يا غاليه 😍😍,5,ar,9 months ago
Modern School El Zahraa,Samar Youssef,مدرسة جيدة جدا,5,ar,a year ago
Modern School El Zahraa,m elmasry,خاصة,3,ar,7 months ago
Modern School El Zahraa,Ali Tawfik,,2,en,6 months ago
Modern School El Zahraa,Dolly Eltahan,,1,en,a year ago
مودرن سكول الحلمية,Min Travel Egypt Tours,Ok,5,en,2 months ago
مودرن سكول الحلمية,abdelrahman ali,المستوى التعليمي جيد والمدرسه نظيفه,5,ar,5 months ago
مودرن سكول الحلمية,Tarek Ahmed,نعم,4,ar,a week ago
مودرن سكول الحلمية,مصري قيمر٢,معفنة,1,ar,7 months ago
مودرن سكول الحلمية,احمد اصمي,مقبولة بالنسبة مدارس مصر,3,ar,10 months ago
Manaret Heliopolis International School,Mohamed Ali,,5,en,a month ago
Manaret Heliopolis International School,Tasneem Tag,,5,en,11 months ago
Manaret Heliopolis International School,Mayada Hassan,,5,en,a year ago
Sheraton Heliopolis Schools,Ahmed Medhat,"A very poor place, Head of KG, Mrs. Marlin, is an absolutely unprofessional person, she does not have basic talents to communicate or deal with kids, she even shouts to a kid within a first meeting interview to make him cry. Since the first minute of the interview she kept mentioning that she is busy and does not have enough time, knowing that the interview consumed 8 minutes and was booked about 2 months earlier. Overall, a very bad impression about the school, a very destructive character placed in a very sensitive management position, that is supposed to build up a new generation not to destroy. Finally, a never to recommend such a place.",1,en,2 weeks ago
Sheraton Heliopolis Schools,AHMED HUSSEIN,"Good level for KG Stage with good management.
Average price in comparison with others, overall suitable private school for any one near sheraton",4,en,8 months ago
Sheraton Heliopolis Schools,khaled abbas,"Very good language school, management is professional , with average price in comparison with others",4,en,a year ago
Sheraton Heliopolis Schools,Amir Tharwat,Nice school,4,en,4 months ago
Sheraton Heliopolis Schools,macdamian city,Madrasa bent wes555aaa,1,ar,a month ago
Own Heliopolis Language school,Ahmed Hisham,Its very very good its wonderful and its my school,5,en,a month ago
Own Heliopolis Language school,Yahia Salem,It is a good,5,en,2 years ago
Own Heliopolis Language school,Lody Gamer 31,اكتر مدرسه قذره شفتها بحياتي,1,ar,10 months ago
Own Heliopolis Language school,Tamer State,مدرية لغات خاصة مستواها جيد جدا من ابتدائي حتى ثانوب,3,ar,a year ago
Own Heliopolis Language school,sameh salama,,4,en,a month ago
Alson Modern School,Sama Ahmed,Bad not good teachers always shout 😒,1,en,3 months ago
Alson Modern School,Antoon Refaat,Music in place wonderful,5,en,7 months ago
Alson Modern School,Rana Mohamed,"Ok
😑😐😏🙄😥😥",4,en,7 months ago
Alson Modern School,dina mutaal,Its not good its very bad,1,en,a year ago
Alson Modern School,yousef Joe,Like,4,en,a year ago
Sahara International School,Hamada Hegab,يوجد به كل الأدوات المكتبية,5,ar,5 months ago
Sahara International School,Mohamed محمد,قبل اذبعين,5,ar,a year ago
Sahara International School,Nardine Gamil,,4,en,2 months ago
Sahara International School,Monica JC,,5,en,2 months ago
Sahara International School,marian samah,,5,en,3 months ago
Cleopatra Language School,mohamed Shadqqwqb7phygy,Thanks,5,en,6 months ago
Cleopatra Language School,Yousif Tarek,,4,en,a year ago
Sina Private School,Awad Fouad,مستوي التدريس ضعيف و الإدارة اضعف,2,ar,6 months ago
Sina Private School,yasser kokoo,مدرسة محترمة وبها ادارة اكثر احتراما,5,ar,3 years ago
Sina Private School,علاء النمس,,4,ar,8 months ago
Sina Private School,Mohamed Fathe,,5,ar,a year ago
Al Bayan Modern School,Ahmed Mohamed,Bad school,1,en,4 months ago
Al Bayan Modern School,Michael Espiro,Annoying school with annoying kids,1,en,8 months ago
Al Bayan Modern School,Sherin Ahmed,is it's,5,en,2 years ago
Al Bayan Modern School,mostafahabib habib,مقبول,3,ar,3 months ago
Al Bayan Modern School,Waleed Ismail,مدرسة لغات ولكن المستوي متوسط,3,ar,a year ago
St. Joseph Maronite Language Schools,F.A.M .YouTuber,My school I love it,5,en,a month ago
St. Joseph Maronite Language Schools,Mark Sasa,My school it is one if the greatest school,5,en,a year ago
St. Joseph Maronite Language Schools,Koko Bsbs,Awesome school,5,en,a year ago
St. Joseph Maronite Language Schools,Hossam Adel,nice one,4,en,2 years ago
St. Joseph Maronite Language Schools,Luther Shawky,My school,5,en,a year ago
Talae3 Modern school,Yasser Hassan Mohamed,Good School,5,en,2 months ago
Talae3 Modern school,Samar Youssef,Good school,4,en,a year ago
Talae3 Modern school,Esraa Kamal,My school :) love it,5,en,4 years ago
Talae3 Modern school,Ahmed Said,my school,5,en,3 years ago
Talae3 Modern school,الاء عبدالله,my school,4,en,2 years ago
Manara Modern Secondary School,rudi Nabil,😂😂 الطفوله بقي و التشرد,5,ar,a year ago
Manara Modern Secondary School,Amal Mohamed,,5,en,a year ago
De La Salle School,mina maher,Perfect school,5,en,2 months ago
De La Salle School,M. G. Nagati,"Excellent institution.  In my formative years, it complemented the ethical, moral, logical upbringing.  Taught me critical thinking.",5,en,2 years ago
De La Salle School,Peter Magdy,"It's almost a Palace not a School!
Amazing",5,en,a year ago
De La Salle School,Gary Sant,I attended this college in 1955/56. Very fond memories of many friends.,5,en,a year ago
De La Salle School,Michael Rizkalla,Great school,5,en,11 months ago
Dream Private Schools,ABRAJ newCairo,Local one,2,en,a month ago
Dream Private Schools,فهيم صالح,"لو سمحتم من فضلكم ابني مواليد 2012/7/30 والسنه الجاية هاقدم له في المدرسة كنت عايز اعرف الاوراق المطلوبة  مع العلم  ايصالات الكهربة والغاز و التليفون الارضي باسمي على العنوان بالمرج شارع عبد القادر مبروك  من  شارع مكه   من  شارع ترعة السلطوحية   الفلاحة
 ماعدا البطاقة الرقم القومي على حدائق القبة  ارجو الاهتمام والرد  وشكرا",5,ar,8 months ago
Dream Private Schools,Mohamed Elmassry,دي مدرستي يا اخونا,1,ar,a year ago
Dream Private Schools,Mezo Sherif,معفنه,1,ar,9 months ago
Dream Private Schools,سبحان الله وبحمده سبحان الله العظيم,"احلى مدرسة مدرستى
دريم سكول الخاصة
وزينتها مدرسينها ومدرساتها",5,ar,11 months ago
Cambridge Egypt - Egypt Integrated Schools,Lody Gamer 31,Its good,4,en,10 months ago
Cambridge Egypt - Egypt Integrated Schools,Justin Amazing,It's my school,4,en,7 months ago
Cambridge Egypt - Egypt Integrated Schools,Hany George,Internatioanl school,5,en,a year ago
Cambridge Egypt - Egypt Integrated Schools,Emad ahmed,Marvelous school,4,en,a year ago
Cambridge Egypt - Egypt Integrated Schools,ahmed saga,good,3,en,a year ago
Rajac Language Schools,COOL GAMER,,5,en,a month ago
Rajac Language Schools,crystal bay,,5,en,a year ago
Rajac Language Schools,Hany abo elwafa,,3,en,5 years ago
Rajac Language Schools,ناز ناز,,2,ar,a year ago
Rajac Language Schools,mohamed Bik Attia,,1,ar,a year ago
Thebes Language Schools,Omar Mostafa,Thebes languge school is a scool of sdeek afefy,4,en,5 years ago
Thebes Language Schools,Nana khairy,Good school,4,en,a year ago
Thebes Language Schools,Mohei Eldin Fouad,من المدارس المعقولة مش جامدة قوي,3,ar,a year ago
Thebes Language Schools,Ahmed Mounier,مدرسة ذات سمعة طيبة,3,ar,11 months ago
Thebes Language Schools,Mohamed Farouk,مدرسة جيدة,4,ar,a year ago
Futures Language Schools,Mohamed Tawfik,Good national school,5,en,9 months ago
Futures Language Schools,Mostafa Saber,المال اهم شي بالنسبة لهم,2,ar,8 months ago
Futures Language Schools,ahmed abdelstar mahmoud,لاننى اسكن هنا,5,ar,a year ago
Futures Language Schools,Mr Dival,,2,en,a month ago
Futures Language Schools,Mena Wael,,5,en,3 months ago
Leaders Language Schools,Hassan Hassan,وحشة جداااااااا كمبريدج مصر أحلى,2,ar,2 years ago
Leaders Language Schools,Ziadmohamedyosry Mohamed,"دينيه
ميمي",5,ar,2 years ago
Leaders Language Schools,مسوق إنجاز,مدرسة شكلها فقير و مش حلوة,1,ar,2 years ago
Leaders Language Schools,Ahmed Refat,رائعة,3,ar,2 years ago
Leaders Language Schools,Ahmed Mansour,,4,en,3 months ago
Dr. Nermine Ismail Language Schools,Basant Elzahry,It's awful and it looks so dirty  EAIS is more beautiful,1,en,a month ago
Dr. Nermine Ismail Language Schools,محمد عبد البديع غازي,Very good environmental education,4,en,a year ago
Dr. Nermine Ismail Language Schools,Enas Allam,Innovating principal .. Cares for social life besides education 👍🏼,4,en,2 years ago
Dr. Nermine Ismail Language Schools,Mohamed Hamed,"Very limited space and terrible location
no ethical or religious studies,
teachers not professional at all",1,en,2 years ago
Dr. Nermine Ismail Language Schools,ahmed tarek,Nice,5,en,a year ago
Abdel Moneim Riad Primary School,شركة هوت لاين لنقل الاثاث والعفش,,5,ar,a year ago
Private Modern School Helmieyet El-Zaitoun,Hisham Tohamy,Good school,4,en,a year ago
Private Modern School Helmieyet El-Zaitoun,Mohamed Samir,مدرسة جيده ومدرسين متخصصين,4,ar,11 months ago
Private Modern School Helmieyet El-Zaitoun,mostafahabib habib,جيده,4,ar,4 months ago
Private Modern School Helmieyet El-Zaitoun,Mohammed Sameh,,5,en,a year ago
Private Modern School Helmieyet El-Zaitoun,Mohammad omar,,4,en,a year ago
Cairo International Language Schools,Yasmine Khaled,If there was less rating I would've gave it to this school.,1,en,6 months ago
Cairo International Language Schools,Youssef Hussien,I love this school,5,en,2 years ago
Cairo International Language Schools,BEBO AMR,Not bad,2,en,2 years ago
Cairo International Language Schools,Abdallah Mouner,It is a good school,5,en,3 years ago
Cairo International Language Schools,sunwoarm,Good,5,en,3 years ago
El Manhal Private School,Michael Espiro,Stupid location makes the streets very crouded,1,en,8 months ago
El Manhal Private School,Youssef Ragab,"Abdrel
Aziz lssa OF MUSTAFA ELnausea",5,en,3 years ago
El Manhal Private School,Lailah Sulaiman,My doughter's school♥,5,en,3 years ago
El Manhal Private School,ahmed saga,good,3,en,a year ago
El Manhal Private School,Mohamed Saad,Was good back there,3,en,2 years ago
Mokattam Language International School,KQ Free,"The international (American Diploma) section of the school is one of the best in terms of value for money. It focuses on high academic achievement, is concerned with discipline. It is a good place where children get a good education. It is not luxurious though but my kids are happy and learning.",5,en,2 years ago
Mokattam Language International School,Youssef Youssef Mohamed,So. Good,5,en,7 months ago
Mokattam Language International School,Arab gamex,"ش 9، المقطم، Qism El-Khalifa, Cairo Governorate, Egypt",4,en,a year ago
Mokattam Language International School,Loay Gouda,Best teachers ever,5,en,a year ago
Mokattam Language International School,Abdulrahman Moustafa,a very spectacular school,5,en,2 years ago
Saint Joseph's School,fady fayez,perfect,5,en,3 years ago
Saint Joseph's School,koky hany,استقبال جيد جدا,4,ar,2 weeks ago
Saint Joseph's School,Ayman Azer,احلي مدرسه,5,ar,8 months ago
Saint Joseph's School,Heba Abdalla,,5,en,a week ago
Saint Joseph's School,Maria Hany,,5,en,a month ago
Alsun Language School,MegaLaserRobotShark McSharkinson,Its ok,3,en,4 months ago
Alsun Language School,Abdo games,I am in it it so good,5,en,a year ago
Alsun Language School,Ali faqi,السلام عليكم انا كنت عايز أشجل بس بكم التسجيل الصف التالت إعدادي 01114719016,5,ar,in the last week
Alsun Language School,الجوكر 2000,تللنت,5,ps,a year ago
Alsun Language School,Ahmed Kamel,,3,en,5 months ago
St. Clair School,عماد غطاس,Good school,5,en,3 weeks ago
St. Clair School,Kamel Nabil,"The location of the school is in the heart of masr elgedida, and it has a big play area.",3,en,a year ago
St. Clair School,Joyce Labib,My.school i love it alot,5,en,9 months ago
St. Clair School,Rania El Adl,My school I love it,5,en,a year ago
St. Clair School,richard george,,5,en,a month ago
Talaea El Kamal El Islameya School,Nassef Ahmed,Modest school with pretty fair amenities and welcoming staff,4,en,8 months ago
Talaea El Kamal El Islameya School,ahmed mostafa,Work TKILS,5,en,5 years ago
Talaea El Kamal El Islameya School,Salman ElDash,My old school,5,en,a year ago
Talaea El Kamal El Islameya School,Sherif El Shamy,Use to be my school.,5,en,2 years ago
Talaea El Kamal El Islameya School,Noura Ahmad,بصراحة المدرسة باظت عن الاول 😑😑,1,ar,a year ago
St. Peter's School,hector da pro,"Incompetent management and teachers, i had my sat on may2017 and they where about to cancel my scores because they think that my name has to my at least triple and when i checked the college board i found out they were wrong",1,en,10 months ago
St. Peter's School,Peter Hany,I like,5,en,3 weeks ago
St. Peter's School,Mahmoud Saleh,"How to register ? your website is not activated,why?we need more information about",2,en,10 months ago
St. Peter's School,Marriam Tahmed,Because its nice,5,en,9 months ago
St. Peter's School,Medo Mersal,خره,1,fa,3 years ago
B. Own Heliopolis Language School,Boda Fobe,لأنه إذا أوردته قد يجوز الهاتف,3,ar,a year ago
B. Own Heliopolis Language School,احفاد الفراعنه,تمام,5,fa,a year ago
B. Own Heliopolis Language School,Sayad Ragab,نتيجة الصف الثانى الابتدائى,5,ar,2 years ago
B. Own Heliopolis Language School,Ahmed Khaled,,1,en,6 months ago
B. Own Heliopolis Language School,Lino Mahmod,,5,ar,11 months ago
Saint Fatima Language School,Ayman Mostafa,Good Language school .. I think the best in Abbasia,4,en,6 months ago
Saint Fatima Language School,Explorer Leader,One of the greatest language schools in Egypt.,4,en,a year ago
Saint Fatima Language School,mahdy mohammed,Dont raise ur child here,1,en,a year ago
Saint Fatima Language School,Mohammed Abulnasr,Very good school,5,en,a year ago
Saint Fatima Language School,Mohamed Shaaban,Good and old,4,en,a year ago
El Ola Language School,Hassan Hassan,It's a good school,5,en,2 years ago
El Ola Language School,Dr. Menna Zakaria Hematologist,Great school,5,en,2 years ago
El Ola Language School,Alaa Akram Fathy AbdelSalam Morsi,مستوى أخلاقى زفت وتعليمى زفت ومفيش مراقبة على الطلاب,1,ar,11 months ago
El Ola Language School,Farida Hussein,مفيهاش نظام مفيش اشراف على المدرسات و الطلبة,1,ar,7 months ago
El Ola Language School,heba ahmed,"بجد يا جماعة عدم مساواة انا ابني كان حرارته 40 وكان تعبان جدا وقت اتحان ال ميد تيرم وطبعا منبهين علي الاولاد اللي مش هيحضر هياخد صفر وديت الولد وهو تعبان وقابلت المدرسه وقولتها تعبان وحرارته 40 قالتلي بس هو دلوقتي كويس قولتله واخد نوعين خافض وامتحن وهو تعبان جدا ومش شايف وطبعا جاب درجه وحشه واكتشفت في اجتماع مجلس الاباء انا فيه طلاب تغيبو عن الامتحان وخدو متوسط درجات امتحانات الاشهر بجد قمة الظلم مع العلم ان ابني مقفل في كل الامتحانات اللي فاتت والمدرسات بتاعته نفسها بتقولي دي مش درجاته 
حسبي الله ونعم الوكيل",1,ar,2 years ago
Heliopolis School,Hisham Tohamy,Good language school,4,en,a year ago
Heliopolis School,islam ashour,Not bad,5,en,a year ago
Heliopolis School,Omar Hany,Omar  hany,5,ar,6 months ago
Heliopolis School,عمر بدوي,ممتاز,5,ar,7 months ago
Heliopolis School,A . FOUAD,جيد,4,ar,10 months ago
Ammar Ibn Yasser School,Abram Luka,"This school made an engineer in America, Ammar Ibn Yasser Class of 1994",4,en,a year ago
Ammar Ibn Yasser School,Mark Ayoub,low level school.,4,en,a year ago
Ammar Ibn Yasser School,Hossam Elewa,مدرسة إعدادية للبنين، حكومية,5,ar,2 months ago
Ammar Ibn Yasser School,Gamal Ibrahim,لجنتى الانتخابيه,5,ar,a month ago
Ammar Ibn Yasser School,Ahmed Yunus,مدرستي حببتي,5,ar,2 years ago
Nasr City Private School,Maged El Mawrdy,Good,5,en,8 months ago
Nasr City Private School,منوعات Tube,حلو,4,ar,4 months ago
Nasr City Private School,Waleed Hosny,,5,en,7 months ago
Nasr City Private School,ola hamed,,1,ar,2 months ago
Nasr City Private School,Menna Osama,,5,ar,3 months ago
El Salam Language School - SLS,Rimon G,Good school,4,en,9 months ago
El Salam Language School - SLS,Omar Elhamdy,"It,s very good",5,en,5 years ago
El Salam Language School - SLS,Lamar Mohamed,The following link and it will take a moment,5,en,2 years ago
El Salam Language School - SLS,khaled tangaa,ممتاز,4,ar,2 months ago
El Salam Language School - SLS,Makarios Malak,,5,en,11 months ago
Abou Zahra Islamic School,Khaled El-Sayed,Good school,3,en,a year ago
Abou Zahra Islamic School,Mohamed Ashraf,المدرسة نضيفة وافضل مدرسة,5,ar,7 months ago
Abou Zahra Islamic School,Mohamud Aly,لان المدرسين زباله,1,ar,a year ago
Abou Zahra Islamic School,Mohamed Anter,,1,en,5 months ago
Abou Zahra Islamic School,Bassam Mohamed,,2,en,7 months ago
Retaj International School.,Youssef Mohammed,,5,en,6 months ago
Retaj International School.,Muhammad Talat,,4,en,7 months ago
Retaj International School.,Mustafa Karamany,,5,en,7 months ago
Retaj International School.,Youssif Ahmed,,5,ar,5 months ago
Saint Fatima Language School,retr0,Needs improvement,4,en,a month ago
Saint Fatima Language School,Magdy Refaat,"Used to be a student their, its nice but need improvements",3,en,a year ago
Saint Fatima Language School,Sarah Fayed,An Excellent School,5,en,11 months ago
Saint Fatima Language School,Hisham Tohamy,Very good,4,en,a year ago
Saint Fatima Language School,Ibrahim Mohamed Hassan,مدرسة لغات ابتدائى. اعدادى ثانوى,4,ar,a week ago
Gohar Private School,Violeta Cioran,Very bad experience with the help of the reception.  There is a woman that should change her job. She was talking not responsible and un polite . I wish the manager  to find someone else to represent the image of the  school. Disappointed ....,1,en,a year ago
Gohar Private School,يوسف سلطان,Nice,4,en,a year ago
Gohar Private School,Haitham Ezzat,من احسن مدارس المنطقة مبنى فقط ... تعليم ضايع,3,ar,2 months ago
Gohar Private School,Sam Elsebay2016,في الحقيقة عندهم وحدة في الرسبشن قمة التخلف والكسل وعدم الاحترام ود المفروض علي العكس علشان دي وجهة المدرسة حسسيتني من اول مكالمة واول مقابلة في المدرسة انها مدرسة قمة الاستهرار,1,ar,a year ago
Gohar Private School,Maro Naro,مدرسه وسخه,1,fa,a year ago
Ramsis Language Private School,Asmaa Sabry,,5,en,2 months ago
Ramsis Language Private School,Dalia Mohamed,,5,ar,4 months ago
Ramsis Language Private School,Yossef Ibrahim,,5,ar,3 years ago
