School Name,Author Name,Review,Rating,Language,Relative Time
Fadl Modern Schools,Sofian Mahmoud,لأنها مدرسة اولادى,3,ar,7 months ago
Fadl Modern Schools,Sameh Samy,دي مدرستي,5,ar,7 months ago
El Qawmia Schools In Agouza,Mezo Dola,جميله,5,ar,a month ago
El Qawmia Schools In Agouza,mostafahabib habib,مقبول,3,ar,3 months ago
El Qawmia Schools In Agouza,Amr Rady,"بالرغم من أن المدراس القومية بالعجوزة حاصلة علي ال""جودة""، المدرسة تعتمد بشكل أساسي على الشكل وليس المضمون علاوة علي فساد مالي وإداري لا يتخيله عقل.",2,ar,2 years ago
El Qawmia Schools In Agouza,Omar Mohamed,انا علفكرة في المدرسة دي,5,ar,6 months ago
El Qawmia Schools In Agouza,Abdallah Shehata,هي المدرسة خاصة ولا تجريبي حكومة وفين بالظبط,1,ar,2 years ago
Iqraa School,gnral alsmt tube,جميله بها كافه الخدمات,5,ar,2 months ago
Iqraa School,omar samy,,5,en,2 years ago
Iqraa School,Mohamed Mansour,,2,ar,9 months ago
Iqraa School,تتت ةان,,4,ar,10 months ago
Iqraa School,ashraqt naser,,5,ar,3 years ago
El Gezirah Language School,Bisho Sameh,,5,en,a year ago
El Gezirah Language School,Mohamed Nassar,,5,en,a year ago
El Gezirah Language School,Abdelrahman Gad,,5,en,2 years ago
El Gezirah Language School,Fady Ashraf,,5,en,3 years ago
El Gezirah Language School,haya stars,,1,ar,4 months ago
Baby Home Schools,Waleed Allam,My lovely school,5,en,a year ago
Baby Home Schools,ashwar king,Best school,5,en,a year ago
Baby Home Schools,Menna Ayman,My primary school ♥ .,5,en,3 years ago
Baby Home Schools,Ann Madian,,2,en,a year ago
Baby Home Schools,walaa soudi,,3,en,a year ago
St. Joseph Maronite Language Schools,F.A.M .YouTuber,My school I love it,5,en,a month ago
St. Joseph Maronite Language Schools,Mark Sasa,My school it is one if the greatest school,5,en,a year ago
St. Joseph Maronite Language Schools,Koko Bsbs,Awesome school,5,en,a year ago
St. Joseph Maronite Language Schools,Hossam Adel,nice one,4,en,2 years ago
St. Joseph Maronite Language Schools,Luther Shawky,My school,5,en,a year ago
City International Schools,Amr Salem,"This is Nay Lunge, it is very nice place",4,en,a year ago
City International Schools,Samia Elghamrawy,,5,en,8 months ago
City International Schools,Mohammed Al-Nehmi,,5,en,a year ago
City International Schools,scorpion Mostafa,,1,ar,a year ago
Queen Language Schools,pepsi eg,مدرسة سيئة جدا الديسكات مكسرة بالذات مرحلة الاعدادية,1,ar,7 months ago
Queen Language Schools,نهي رضوان,مدرسه انترناشونال بس مستواها ضعيف وذلك عن تجربه,2,ar,7 months ago
Queen Language Schools,هانى محمد,مدارس معروفه,5,ar,a year ago
Queen Language Schools,mfa sys,مدرسة,4,ar,a year ago
Queen Language Schools,Rasha Mohamed,,1,en,in the last week
Millennium International Schools,Malak Ahmed,"IT is a beautiful place .THE teachers are very good ,and primary one &two take session for reading; to improve there pronouns we can make what we want to make we can make dish parties and birthdays we pray there and who can't pray it's okay but the next time you have to pray our break is one hour and 10 minuets. Boys are in a class and the girls are in other class .IT isn't a good school it's a perfect school😍📃",5,en,a month ago
Millennium International Schools,X Iglesiasivan67 X,,4,en,a year ago
Millennium International Schools,D11hm 8feb,,5,en,2 years ago
Elwy Language Schools,islam fathy,"Very good school....my kids were there ,,I change it unlucky to alhosam school....great difference even I pay more money with no value ..now I regret that I left this school",5,en,6 months ago
Elwy Language Schools,Amr Elmasre,سمعت المكان جيده ولكن المصاريف مبالغ فيها,2,ar,2 weeks ago
Elwy Language Schools,Ahmed shousha,مدرسة محترمة جدااااا,5,ar,2 months ago
Elwy Language Schools,toma zaky,مدرسه علوي لغات,5,fa,9 months ago
Elwy Language Schools,Sayed Atya,نشاط تعليمي,4,ar,2 months ago
Leaders Language Schools,Hassan Hassan,وحشة جداااااااا كمبريدج مصر أحلى,2,ar,2 years ago
Leaders Language Schools,Ziadmohamedyosry Mohamed,"دينيه
ميمي",5,ar,2 years ago
Leaders Language Schools,مسوق إنجاز,مدرسة شكلها فقير و مش حلوة,1,ar,2 years ago
Leaders Language Schools,Ahmed Refat,رائعة,3,ar,2 years ago
Leaders Language Schools,Ahmed Mansour,,4,en,3 months ago
City Language Schools,nour Talaat,Very very very bad school if you don't like this school put like,1,en,10 months ago
City Language Schools,fifi habib,من تجربتي مع المدرسة كولية امر المدرسة جميلة جدا و الادارة متعاونة هي مشكلتها مساحتها صغيرة,5,ar,3 months ago
City Language Schools,Abeer Sharalah,حتي مبيردوش علي التليفون ومسجلين صوتهم عشان نفتكر انهم قاعدين بيشتغلوا وهم مكبرين دماغهم. .  يعني لازم يعذبوا الناس ويخلوهم يضربوا مشاوير عالفاضي...  طب ردوا عالتليفون يابشر,1,ar,2 years ago
City Language Schools,lolo nsa18,,5,en,2 months ago
City Language Schools,Zemo Zima,,4,en,a year ago
Green Land - Pré Vert International School (Giza Campus),Mostafa Shoeib,It's my school,5,en,11 months ago
Green Land - Pré Vert International School (Giza Campus),Samy Ben Aissa,GPIS Great school,5,en,a year ago
Green Land - Pré Vert International School (Giza Campus),Omar Radi,Too much green. - IGN,1,en,a year ago
Green Land - Pré Vert International School (Giza Campus),بوش bosh,Good,5,en,a year ago
Green Land - Pré Vert International School (Giza Campus),Hayam Obied,ممكن اعرف أسعار جريد 5 و جريد 7,3,ar,10 months ago
Refaa El Tahtawy Private Schools,Logy Hesham,دة كانت مدرستي لمدة ٩ سنوات بس الحقيقة ادارة المدرسة شاطرة ومدرسنها كمان,5,ar,4 years ago
Refaa El Tahtawy Private Schools,Raafat Masoud,,5,ar,2 months ago
Refaa El Tahtawy Private Schools,mohamedali mohamedali على,,5,ar,a year ago
Refaa El Tahtawy Private Schools,Nona Mona,,5,ar,2 years ago
La Rose De Lisiuex Language Schools,Reem Khateeb,الموقع خاطئ والمدرسة في شارع امين الرافعي وﻻ اعرف ايا شيئ عن مستوى المدرسة,2,ar,4 years ago
La Rose De Lisiuex Language Schools,fatma elzaharaa,رائع!!!!!!,5,ar,2 years ago
La Rose De Lisieux Schools,Khaled Ezzat,Old and classic school,4,en,4 months ago
La Rose De Lisieux Schools,zozo pop,Ziad hands on the phone and I will be a good time to time and money on the phone and I will be a good,5,en,4 years ago
La Rose De Lisieux Schools,Mon3em -,"I raised in this school, it was called the pastille prison.",2,en,a year ago
La Rose De Lisieux Schools,kareem hany,Nice school but ....,3,en,2 years ago
La Rose De Lisieux Schools,Salma Ahmed,مدرسة جميلة و محترمة و عريقة .... بس النظام زايد عن اللزوم شوية .    ^-^,4,ar,3 years ago
الايمان للتعليم الاساسى ع,mahmoudreda abdo,good,4,en,a year ago
الايمان للتعليم الاساسى ع,bet Lord,Cool,5,en,3 years ago
الايمان للتعليم الاساسى ع,Yasser Farouk,💟👍,5,en,a year ago
الايمان للتعليم الاساسى ع,WALEED OUDA,مدرسة متميزه جدا جدا  وبها إدارة واعية ومعلمون تربويون و متخصصون ومتميزون .,5,ar,2 months ago
الايمان للتعليم الاساسى ع,ياسر صبحي,انا احب هذه المدرسة المتفوقه و موقعها الجميل,5,ar,2 weeks ago
Knowledge Valley School,THE CREATER,Good,5,en,a week ago
Knowledge Valley School,mazen amer,worst school ever,1,en,6 months ago
Knowledge Valley School,ahmed nour,"Love it, great educational experience.",5,en,a year ago
Knowledge Valley School,essam ronz,Good school for american division and I love this school and I hope to be wonderful year for me in this school,5,en,3 years ago
Knowledge Valley School,Mohamed Mourad,School I g,5,en,a year ago
El Mohandeseen Preparatory School For Boys,Ahmed Amin,"مدرسه متوسطه مدرسنها مش كلهم كويسين 
إدارة المدرسه مش اوي",1,ar,11 months ago
El Mohandeseen Preparatory School For Boys,Ahmed Medo,مدرسه مش ولا بد,2,ar,9 months ago
El Mohandeseen Preparatory School For Boys,Mohamed Ahmed,,1,en,a week ago
El Mohandeseen Preparatory School For Boys,ahmed atef,,1,ar,a year ago
Baby Garden Language School,Ahmed Walid Haloul,Best school❤️,5,en,a month ago
Baby Garden Language School,Azeema Mohamed,My another home and enough😍😍i study 15 years old I love it😍😍😍😍,5,en,a year ago
Baby Garden Language School,Mody Love,Nice school,5,en,3 years ago
Baby Garden Language School,saif x16,رائعة,5,ar,6 months ago
Baby Garden Language School,Omar Ali,رايعة,5,ar,2 months ago
Abdel Moneim Riad Primary School,شركة هوت لاين لنقل الاثاث والعفش,,5,ar,a year ago
The Egyptian international school - El Marag,Batool Tube 20,This school is so good it workers to build the brains,5,en,a week ago
The Egyptian international school - El Marag,Yasser Soliman,تجربة متميزة أرجو أن تستمر بل كنت أتمنى التوسع خاصة أن الراعي مدرسة أوازيس مؤسسة تربوية متميزة تديرها السيدة الرائعة ا/ عصمت اللمعي التي لا تدخر جهدا لأنجاح التجربة وهي جعل التعليم الدولي متمثلا في البكالوريا الدولية متاحا للجميع ليس فقط لمن لديه القدره المادية .,5,ar,in the last week
The Egyptian international school - El Marag,Sahar Eid,لا يوجد رقم تليفون للتواصل,1,ar,11 months ago
The Egyptian international school - El Marag,Hoda Ewais,,5,en,3 months ago
The Egyptian international school - El Marag,Ashraf shwadfy,,5,ar,6 months ago
Orman private school Arabic & language,Marwan AbdElRahman,My old school,5,en,8 months ago
Orman private school Arabic & language,عبد الرحمن عبد الرحيم,إبنى كان فى المدرسة و حولتلو لمدرسة تانية عشان المدرسة كانت بتدى لأبنى الفول مارك فى جميع المواد و لما جيت سألت إبنى لقيت مستواه الحقيقى أقل من ما يكتبوه فى الشهادة بمعنى أصح المدرسة بتدى الطلبة درجات عالية عشان يوهمه أسرته إنهم بيعلموا صح لكن الطالب هيجى فى إمتحان شهادة و هيتصدم من مستواه الحقيقى.,1,ar,7 months ago
Orman private school Arabic & language,Tota Mahmod,,5,en,6 months ago
Orman private school Arabic & language,Mido Elbosaty,,5,ar,a month ago
Orman private school Arabic & language,إسلام احمد احمد,,5,ar,11 months ago
Happy Land Language School,Hasham Abbas,,5,ar,a year ago
Happy Land Language School,hamdy mohamed,,5,ar,3 years ago
Al Nile Secondary Girls School,Ahmed Elwy,girls school,4,en,a year ago
Al Nile Secondary Girls School,عبدالستار الحمداني,حلوة,4,ar,6 months ago
Al Nile Secondary Girls School,AZZA mahmoud,مدرستي ايام المرحلة الثانويه كانت حكوميه ولكنها من انضف المدارس,5,ar,a year ago
Al Nile Secondary Girls School,fahd abydos,السلام عليكم ورحمة الله وبركاته,5,ar,2 years ago
Al Nile Secondary Girls School,Mohamed Esam,,5,en,a year ago
Irish School,walid Abu Joanna,It's really nice nursery,5,en,3 months ago
Irish School,Haitham Roban,,5,en,3 months ago
Manor House - October Language School,crazy Top Tens,مدرسه  رائعة جدا,5,ar,4 months ago
Manor House - October Language School,ahmed elgendy,,5,en,2 months ago
Manor House - October Language School,gomana nasser,,1,en,3 months ago
Manor House - October Language School,Nancy Mohamed,,5,en,3 years ago
Manor House - October Language School,amena mohamed,,5,en,4 years ago
Port Said Language School,Hazel Cortez,"Most unprofessional staff and managers. Very rude and disrespectful. I would not put my kids in this school, find a better one. 
One of the WORST in Egypt.",1,en,11 months ago
Port Said Language School,Mohamed Medhat,Best ever,5,en,9 months ago
Port Said Language School,A A,They are not welcoming I don't recommend this school to anyone.,1,en,2 years ago
Port Said Language School,jo Mo,لا تعامل جيد مع الطلاب,2,ar,3 years ago
Port Said Language School,mohamed abdelbaki,,3,en,2 months ago
Manial Al Roda Language School,M.A. Elmihi,I've been there,1,en,a year ago
Manial Al Roda Language School,Hossam Halawany,"مدرسة سيئة جداااا جدااااا .. في التعليم او الترفيه او التثقف

باصات صغيرة جدا ومكسرة وميكروباصات غير صالحة لركوب الاطفال بها

الاطفال في ميكروباص المدرسة بيقعدوا على حجر بعضيهم بطريقة غير ادمية بالمرة

وعندما تريد ان تشكوا من اي شيء تقابلك المديرة بجفاء وبسوء معاملة وقلة ذوق

"" مديرة الكي جي "" بالتحديد

حسبي الله ونعم الوكيل .. انا طلعت بنتي منها في التيرم الاول لغات وهدخلها مدرسة تانية .. وليا جاكت عندهم دافع ثمنهم وماخدهمش ولبس غير متناسق على الاطفال من حيث المقاس .. وده اللي موجود واذا كان عجبك ... ولا حول ولا قوة الا بالله

نصيحة ماحدش يدخل ابنه او بنته فيهااااا",1,ar,4 years ago
Manial Al Roda Language School,Loca Radwan,مدرسة جيدة,4,ar,7 months ago
Manial Al Roda Language School,AZZA mahmoud,مدرسه بها المراحل العمريه تقع امام منزلي تحتاج الي رعايه,5,ar,a year ago
Manial Al Roda Language School,mostafa soliman Elmissawy,اتعلمت هناك من ٣٠ سنه,3,ar,a year ago
Saint Fatima Language School,Ayman Mostafa,Good Language school .. I think the best in Abbasia,4,en,6 months ago
Saint Fatima Language School,Explorer Leader,One of the greatest language schools in Egypt.,4,en,a year ago
Saint Fatima Language School,mahdy mohammed,Dont raise ur child here,1,en,a year ago
Saint Fatima Language School,Mohammed Abulnasr,Very good school,5,en,a year ago
Saint Fatima Language School,Mohamed Shaaban,Good and old,4,en,a year ago
Amoun Private School,menna hossam,my school😍😍,5,en,a week ago
Amoun Private School,Mohammad Wafik,Tala3et agyaal 3azeema,5,so,a year ago
Amoun Private School,mahmoud soliman,لسة اول يوم kg,5,ar,7 months ago
Amoun Private School,Nagy Abdelaziz,ممتازه,5,ar,a year ago
Amoun Private School,fahd abydos,ممتاز جدا روعه,5,ar,2 years ago
El Farouk Private School,abanob barsom,Good school..,5,en,a year ago
El Farouk Private School,lougine tv,مدرسة جميلة و رائعة و تعلمها كويس جميلة جدا هي احلى مدرسة شفتها في حياتي انا بتعلم فيها في سنة ٤,5,ar,5 months ago
El Farouk Private School,دراكو هوبا,جميلة جدا ونظيفة وتعليم جيد جدا,5,ar,3 months ago
El Farouk Private School,hamed salem,من المدارس المعروفة في منطقة الهرم وذات مستوي عالي,5,ar,5 months ago
El Farouk Private School,saif ismail,مدرسه جميله لكن مكلفه,5,ar,8 months ago
El Manar Modern Languages School,gamal elomda,Cool school,3,en,11 months ago
El Manar Modern Languages School,Mohamed Galal,Good,4,en,11 months ago
El Manar Modern Languages School,Islam Hamed Amr,مدرسه غير جيدة فى التعليم والتدريس,1,ar,11 months ago
El Manar Modern Languages School,khaled azzam,تحصيل فلوس فقط لاغير من مصاريف واشتراك الباص,2,ar,7 months ago
El Manar Modern Languages School,Ahmed Medhat,تعليم ممتاز في المرحله الابتدائية,5,ar,a year ago
Ramsis Language Private School,Asmaa Sabry,,5,en,2 months ago
Ramsis Language Private School,Dalia Mohamed,,5,ar,4 months ago
Ramsis Language Private School,Yossef Ibrahim,,5,ar,3 years ago
Ramsis School,rafa ahmed,,5,en,8 months ago
Ramsis School,Sameh Wafaa,,5,en,4 years ago
Ramsis School,zaedn chamdon,,1,ar,9 months ago
Ramsis School,Yomna Hassan,,5,ar,a year ago
Ramsis School,محمد يسين,,5,ar,2 years ago
Anglo Anwarpexy School,Adam Mohamed,الله يرحمك يا دكتور محمد مسعد الله يجعل مثواك الجنه انشاء الله مدرسه الانوار مدرسه جميله جدا,5,ar,2 months ago
Anglo Anwarpexy School,Mody Sahora Mody Sahora,"مدرستي
😥😚😚",3,ar,a year ago
Anglo Anwarpexy School,الدوري المصري,مدرستي,5,ar,a year ago
Anglo Anwarpexy School,mfa sys,مدرسة,4,ar,a year ago
Anglo Anwarpexy School,Mohamed Amin,مدرسه الانوار,4,ar,3 years ago
Notre Dame School Dezaputr,Sameh Fathalla,"مرمر  مدرسة نوتردام ديزابوتر
19  حارة السالمي، قصورة الشوام، روض الفرج   محافظة القاهرة‬، مصر",5,ar,a year ago
Notre Dame School Dezaputr,essam sayed,مدرسة خاصة,4,ar,9 months ago
Notre Dame School Dezaputr,jolie ehab,,5,en,3 months ago
Notre Dame School Dezaputr,Shames Tito,,5,en,8 months ago
Notre Dame School Dezaputr,Neno Yany,,5,en,a year ago
San Stefano Secondary School,Abeer A.hassan,انا فيها ومانصحش حد يدخلها,1,ar,2 months ago
San Stefano Secondary School,Hazem Alhbeb,,5,ar,4 months ago
San Stefano Secondary School,bahaa eldeen,,3,ar,6 months ago
San Stefano Secondary School,Khaled Bob,,2,ar,9 months ago
San Stefano Secondary School,Menna Aiad,,3,ar,10 months ago
New Life School,demiana hany,I love u my school ! 😍✋🏻,5,en,a year ago
New Life School,Yostos Magdy,Bad,1,en,2 years ago
New Life School,remoon fayez,من أفضل المدارس اللي دخلتها في حياتي حتي الآن ، يكفى مديرها و العاملين فيها تجمعم روح فريق عمل فاهم هو عاوز يعمل ....و الكل قلبه علي تقديم خدمه تعليمية قويه,5,ar,3 months ago
New Life School,Mohamed Khalil,أهم ما يميز هذه المدرسة أنهم فريق عمل أسري يسعى إلى الإهتمام بتربية الأطفال وسلوكياتهم بجانب التعليم,4,ar,8 months ago
New Life School,Ibrahim Abo diab,ممتازة,5,ar,a month ago
Saint Mary School,mina rafat,Nice,5,en,a year ago
Saint Mary School,مدحت رزق,مدرسة ممتازة تحافظ على مستوى جيد من التعليم,4,ar,4 months ago
Saint Mary School,Rawan Elsayed,,5,en,9 months ago
Saint Mary School,Nana nono,,5,en,a year ago
Saint Mary School,Emad ahmed,,3,en,a year ago
Al Manial Language School,Ahmed Faisal,"Some of the teachers are not suitable for this job, neither should deal with children ever,",3,en,4 months ago
Al Manial Language School,mostafa baraka,My lovely school,5,en,a year ago
Al Manial Language School,Waffa Khttab,A7sn madrsa feky ya gomhoria,5,ar,2 years ago
Al Manial Language School,M.A. Elmihi,مدرستي احمد ماهر الإعدادية للبنين سابقا,3,ar,a year ago
Al Manial Language School,mostafa ahmed,مدرسة محترمة والمدرسين محترمين,5,ar,2 years ago
Khatam El Morsaleen Private School,Osama Abu-Zeid,"It was a really good school, but now it's not one of the least bad.",2,en,3 months ago
Khatam El Morsaleen Private School,Ganna Atef,,1,en,3 months ago
Khatam El Morsaleen Private School,Mahmoud Rashed,,4,en,11 months ago
Khatam El Morsaleen Private School,Mariam Mohammed Elbarbry,,5,ar,a month ago
Khatam El Morsaleen Private School,shdo bob,,5,ar,a month ago
De La Salle School,mina maher,Perfect school,5,en,2 months ago
De La Salle School,M. G. Nagati,"Excellent institution.  In my formative years, it complemented the ethical, moral, logical upbringing.  Taught me critical thinking.",5,en,2 years ago
De La Salle School,Peter Magdy,"It's almost a Palace not a School!
Amazing",5,en,a year ago
De La Salle School,Gary Sant,I attended this college in 1955/56. Very fond memories of many friends.,5,en,a year ago
De La Salle School,Michael Rizkalla,Great school,5,en,11 months ago
Diamond language school,Abdelrahman Yasser,Vd,5,sv,a year ago
Diamond language school,Joudy Hany,,1,en,3 months ago
Diamond language school,Mohamed Samir,,5,en,4 months ago
Diamond language school,ahmed hatem,,1,ar,a month ago
El Sherif Private School,Ali Sesto Elemento,.,5,en,2 years ago
El Sherif Private School,mohamed amr,مدرسة خاصة,4,ar,a year ago
El Sherif Private School,Mohmad Apas,,1,ar,3 months ago
El Sherif Private School,Eslam Ragab,,4,ar,4 months ago
El Sherif Private School,ll_MAHMOUD_ll AHMED,,5,ar,7 months ago
Fadl Private School,ahmed hamza,I love this school,5,en,2 years ago
Fadl Private School,Moto Max,Aa,5,en,3 years ago
Fadl Private School,Ramy Magdy,my school,5,en,2 years ago
Fadl Private School,Mostafa Sabra,مدرسه جيده الي حد ما,3,ar,10 months ago
Fadl Private School,medhat mostafa,مدرسة خاصة لغات فرع بالطالبية وفرع بمحطة الطوابق بشارع فيصل,4,ar,a year ago
Dar El Hanan Language School for Girls,Ahmed Mostafa,Nice school,4,en,3 months ago
Dar El Hanan Language School for Girls,Saber Car,مس/شيماء صابر اشطر استاذة فيها👍,5,ar,7 months ago
Dar El Hanan Language School for Girls,Miss Menna Maths,,5,en,a year ago
Dar El Hanan Language School for Girls,Sama Zeitoun,,5,en,a year ago
Dar El Hanan Language School for Girls,T Honda,,5,en,3 years ago
Modern School gardens School,محمد غباشى,مدرسة صغيرة ولكنها مناسبة لاهل المنطقة والمناطق المجاورة ومستوى التعليم بها مقبول,3,ar,a year ago
Mahmoud Azmi Primary School,Ali Ashraf,,1,ar,a year ago
Mahmoud Azmi Primary School,ahmad anwr,,5,ar,a year ago
School Naguib Mahfouz Experimental Language,Tadrous Elshahat,good school,5,en,5 months ago
School Naguib Mahfouz Experimental Language,elm 8ara,My love,5,en,7 months ago
School Naguib Mahfouz Experimental Language,reem Tarek,My school,5,en,a year ago
School Naguib Mahfouz Experimental Language,Alfa Bravo,مدرسة نجيب محفوظ التجريبية المتكاملة لغات naguib mahfouz language and experimental school إحدى المدارس الحكومية التابعة لوزارة التربية والتعليم حضانة ، إبتدائي ، إعدادي ، ثانوي يدرس بها الطلاب حتى حصولهم على شهادة الثانوية العامة ويدرسون المواد العلمية باللغة الإنجليزية تحت إشراف نخبة متميزة من السادة المعلمين والمعلمات والإداريين.,5,ar,in the last week
School Naguib Mahfouz Experimental Language,Youssef Mohamed,مدرستى حبيبتى,5,ar,a year ago
Hossam El Din Private School,Mostafa Eesmail,جاليبي.زلابيه.طازه,5,ar,3 months ago
Hossam El Din Private School,Super Boy,الصراحة المدرسة حلوة بس الاسعار غالية,3,ar,7 months ago
Hossam El Din Private School,الكتاكيت و البط الكتاكيت,مدرسه,5,fa,a year ago
Hossam El Din Private School,mfa sys,مدرسة,4,ar,a year ago
Hossam El Din Private School,ahmed hamza,,4,en,4 years ago
Hadaeq El Qobba Preparatory School For Girls,Afaaf Dafterdar,انا من السعوديه من طالبات هذه المدرسه تخرجت منها عام ١٩٦٦م,4,ar,3 months ago
Hadaeq El Qobba Preparatory School For Girls,alaa mohamed,"والله حرام عليكم....مدرسة سراي القبة اعدادي بنات ..بجوار مترو أنفاق سراي القبة.....اما اللي انتوا حاطينها ديه اسمها حدائق القبة اعدادي بنات ز

ضيعتوا ساعتين  عشان اروح انتخب .....الاحد 22 نوفمبر 2015",5,ar,2 years ago
Hadaeq El Qobba Preparatory School For Girls,Ahmed Poppp,دية مدرستى بجد جامدة اور,5,ar,2 years ago
Hadaeq El Qobba Preparatory School For Girls,Yasmeen Yomna,حلو,5,ar,3 years ago
Hadaeq El Qobba Preparatory School For Girls,Yasmin Abdelraof,ده مدرستي,5,ar,3 years ago
Garden School Primary School,Yoyo Mohsen,,5,ar,a year ago
Bashteel Secondary Mixed School,Abo Marim,,1,ar,4 months ago
Bashteel Secondary Mixed School,Samsung Sam,,1,ar,4 months ago
Bashteel Secondary Mixed School,راتب حسن,,5,ar,9 months ago
Bashteel Secondary Mixed School,ناصر عبد العال,,1,ar,a year ago
Bashteel Secondary Mixed School,Mohamed Essam,,5,ar,a year ago
