School Name,Author Name,Review,Rating,Language,Relative Time
Al Khalil Language Schools,nada ahmed,My place,5,en,4 years ago
Egyptian Pioneer Schools,Nour Eldin,Not bad,4,en,6 months ago
Egyptian Pioneer Schools,seif dawood,Good school but you need to follow up with your kids,3,en,a year ago
Egyptian Pioneer Schools,Mana3 Tarek,Good school,4,en,a year ago
Egyptian Pioneer Schools,Alsherif salah,It is the worst is the education ... it is an investment not an ethical school!,2,en,3 years ago
Egyptian Pioneer Schools,Hanen Rashed,It's lovely,5,en,a year ago
Heritage International School,Big Malik,best teachers in the whole world but intelligence,5,en,a month ago
Heritage International School,mohamed saeed,Nice place for your children,5,en,a month ago
Heritage International School,Mydi Amr,Best Canadian school in the country,5,en,7 months ago
Heritage International School,Venkat Shenoy,"Best Canadian Education, Qualified teachers and friendly staff. Einstein in the making.",5,en,a year ago
Heritage International School,Mohab Hakim,very good school,5,en,7 months ago
World Knowledge School,Nasser Kassab,They are trying their best,5,en,a year ago
World Knowledge School,Ruby Mancy,Is not complete yet,3,en,a year ago
World Knowledge School,Khaled Saleh,Underconstruction,3,en,10 months ago
World Knowledge School,F Kassab,Good to know,5,en,a year ago
World Knowledge School,m ragab,متميزة,4,ar,7 months ago
Cairo Languages School,Mohab Hakim,Weak place,3,en,a year ago
Cairo Languages School,Mohamed Salem,Good,3,en,5 years ago
Cairo Languages School,Ahmed Alhossen,مدرسه صغيره,4,ar,a year ago
Cairo Languages School,Maged Hosny,,4,en,7 months ago
Cairo Languages School,omnya mohamed,,5,en,2 years ago
Orascom Language School,sa'ed reda,مدرسه ممتازه مع مراعاه تغيير الاسم الي rising stars language school,5,ar,a year ago
Orascom Language School,Omar Saher,التعلم بداخلها ممتع,5,ar,8 months ago
Orascom Language School,mfa sys,مدرسه,5,fa,a year ago
Orascom Language School,Badr Eldien,لا بأس,3,ar,a year ago
Orascom Language School,Ashraf Khalil,,5,en,2 years ago
World Knowledge School(WKS),Ruby Mancy,Is not complete yet,3,en,a year ago
World Knowledge School(WKS),Abdalazez اتحداك تاكل ١٥ فلفل,أنه روعة,5,ar,a year ago
World Knowledge School(WKS),Mohamed Fouad,,3,en,a year ago
World Knowledge School(WKS),mohamed farghaly,,5,en,a year ago
World Knowledge School(WKS),Basem Arnaout,,5,en,a year ago
Experimental School Vanguard Islamic languages,ابو عبد الرحمن مكرم,ممتازه,5,ar,11 months ago
Experimental School Vanguard Islamic languages,Mohab Hakim,متوسطة,3,ar,a year ago
Experimental School Vanguard Islamic languages,mohamed fisho,,4,en,5 months ago
Experimental School Vanguard Islamic languages,youssef Dagr Dagr,,5,ar,3 months ago
Experimental School Vanguard Islamic languages,Maher Elsaka,,5,ar,3 years ago
Nefertary school,Mohamed Al-Khamy,"I dont know about the education but it looks like an expensive school from its outside finishing and design

It is probably the only international school in this block",4,en,a week ago
Riad El Saleheen Private School,Sife Ahamed,مدرسة قذرة,1,ar,a week ago
Riad El Saleheen Private School,osama alkady,مباني المدرسة سيئة جدا و في حالة متهالكة,1,ar,a year ago
Riad El Saleheen Private School,سارة البراهيمية,لانها مدرسه جيده,5,ar,3 months ago
Riad El Saleheen Private School,Toti Girl,هيه مصاريف 4 ابتدائى كام فيها,5,ar,9 months ago
Riad El Saleheen Private School,Jjxc Hchch,جميله ومدرسين جيدين,1,ar,2 years ago
6th of October Primary School,Mohammed Farouk,مدرستي و احلي ايام زمان,5,ar,2 years ago
6th of October Primary School,احمد زمريني,شكرا لجهودكم .,5,ar,a year ago
6th of October Primary School,My Mix a,,5,en,a month ago
6th of October Primary School,Hasan Alnakou,,5,en,a year ago
6th of October Primary School,agyad almahdi,,5,ar,2 weeks ago
Ahmed Zewail Primary Education School,yousef mohamed sayed,Bad bad bad,3,en,a year ago
Ahmed Zewail Primary Education School,Asmil Nabil,مدرسه وحش اوي,1,ar,2 months ago
Ahmed Zewail Primary Education School,Nora Sayed,مدرسه جيده,5,ar,5 months ago
Ahmed Zewail Primary Education School,عصام عبد العال,احب مدرست احمد ذويل للتعليم اﻷساسي,5,ar,2 years ago
Ahmed Zewail Primary Education School,youssef Dagr Dagr,,1,ar,3 months ago
Nahdet Misr Experimental School,Mohmed Elsabahy,"It is not experimental school any more, the government turned it to a normal Arabic governmental school. المدرسه حكوميه الان وليست تجريبيه",1,en,a year ago
Nahdet Misr Experimental School,Xzaa Aaadf,والله لو فی اقل كنت اديتها,1,ar,2 years ago
Nahdet Misr Experimental School,muostafa alden,صاحبت المدرسه صبوره  وجوزها سامي بيتاجرو في الحشيش,1,ar,3 years ago
Nahdet Misr Experimental School,Karim Gamal,,3,en,4 months ago
Nahdet Misr Experimental School,Witcher of Hyrule,,1,en,a year ago
Flower of cities School,Mohmed Elsabahy,Somewhat good,4,en,8 months ago
Flower of cities School,ماجد جمال,"حرام عليكو kg1 ب٦٠٠٠ج وكل سنه في زيادة ١٠٪ يعني عقبال ما الطفل يوصل سنه ٥ ابتدائي يكون مصاريفه ٩٠٠٠ج واخو لو دخل معاه في المدرسه يبقي الواحد يدفع ١٨٠٠٠ج .
حسبنا الله ونعم الوكيل فيكو",1,ar,a month ago
Flower of cities School,يوسف محمد يوسف,هذه هى مدرستى الرائعة,5,ar,10 months ago
Flower of cities School,Ahmed Mahmoud,,5,en,6 months ago
Flower of cities School,سحر رسلان,,1,ar,6 months ago
6 October Advanced Hoteling School,Fatma Sobhy,هي المدرسة دي كويسه ينفع اقدم فيها,1,ar,9 months ago
6 October Advanced Hoteling School,Abdo Abdo,مدرستي,5,ar,a year ago
6 October Advanced Hoteling School,Ahmed Mohamed,مدرستي,5,ar,3 years ago
6 October Advanced Hoteling School,سبل واتجاهات,,5,ar,3 weeks ago
Ali Ibn Aby Taleb School,Marem Yasser,مدرسة حلوة بس مش اوي لازم يبقا في شوية حاجات تتغير,4,ar,3 years ago
Ali Ibn Aby Taleb School,Ahmed Sayed Sayed,جميييييييبيييييييله,5,ar,2 months ago
Ali Ibn Aby Taleb School,محمد محمد,حلو,5,ar,11 months ago
Ali Ibn Aby Taleb School,Mohmed Refaat,,3,ar,9 months ago
Ali Ibn Aby Taleb School,عمار علي,مدرسة فقير  عدد الاطلابة في الفصل 65  استغفر الله,5,ar,5 years ago
Al Faisaliah School for Girls,Amr Hemeida,,5,en,7 months ago
Al Faisaliah School for Girls,Salwa Hafez,,5,en,7 months ago
Om El Mo'amnen School,Eslam Essam,Good,4,en,a year ago
Om El Mo'amnen School,Hossam Elsharkawy,السمعه سيئه وكمان من اكثر مصادر الازعاج والضوضاء فالمنطقه,1,ar,5 months ago
Om El Mo'amnen School,EL-AHRAM CEMICALS,مدارس معروف عنها الالتزام والتفوق,5,ar,5 months ago
Om El Mo'amnen School,Mostafa D,من اسوء مدارس اكتوبر. لا انصح بها مطلقا,1,ar,a year ago
Om El Mo'amnen School,Fahmy Awad,ممكن اعرف لو فى مكان فاضى في المدرسه,4,ar,a year ago
Eais 6 october,Mohammed Elshamy,"My kid's school, clean, organized and provides good educational facilities and service. Student in the international section educated together from KG 1 till grade 1, then parents choose between enrolling their kids to either the British (EBIS) or to continue in the American section (EAIS)",5,en,a month ago
Eais 6 october,Ahmed Hassan,Very Expensive,3,en,10 months ago
Experimental School of guidance for Languages,mohamed Fouad sakr,,4,en,5 months ago
Experimental School of guidance for Languages,Jgh Jbfhf,,5,ar,9 months ago
