School Name,Author Name,Review,Rating,Language,Relative Time
Cambridge Egypt - Egypt Integrated Schools,Emad ahmed,Marvelous school,4,en,a year ago
Cambridge Egypt - Egypt Integrated Schools,ahmed saga,good,3,en,a year ago
Metropolitan School,Ahmed Raafat,EXTREEMLY poor management in handling all type of incidents with the kids on all grades and all levels. They will call you if your kid talk in class .. if he/she went more than once to toilet.. had an argue with any kid.. or doesn't even understand in class ! Building and facilities are good but the service is horrible.  Unqualified teachers with zero skills to handle kids. Curicullim is very weak .. academically very weak. And not to mention the fees increased by 77% !!I am moving my kids out after this year.,1,en,5 months ago
Metropolitan School,Sherif Gamal,Excellent school but highly expensive,4,en,5 months ago
Metropolitan School,Shehab Hafez,"Excellent Teaching And EveryThing Great But One
The Group Punishment is severe",4,en,a year ago
Metropolitan School,Wahid Ezzat,It is the best education in Egypt,5,en,a year ago
Metropolitan School,Yosr Gado,Perfect in every aspect,5,en,a year ago
Canadian International School,Aliaa Essam,Iiove school very much and I will to go the school in sepetamer 13 sun day hurry my name is aliaa essam,4,en,2 years ago
Canadian International School,Ahmad Samir,Good,5,en,2 months ago
Canadian International School,Ahmed Karameldin,"Beautiful Carnivals' Day!! Our kids had so much FUN, thanks to PLAY SCHOOL nursery who invited us.,.,😍❤️",5,en,3 years ago
Canadian International School,Dareen Mosaad,"This school is the best!!
I love CISE",5,en,2 years ago
Canadian International School,Mohamed Kamal,Respected they words,5,en,11 months ago
The Egyptian English Language School (EELS),Amr Alassi,,5,en,6 months ago
The Egyptian English Language School (EELS),Entertainment 1,,3,en,a year ago
Cairo English School,amina abdelaziz,"its ok idl the students theyre really annoying, the food is pretty crappy tbh and the cafeteria would be much better with a vending machine. i hope mr duane doesnt leave the school he is the only teacher the doesnt hate me and he's the only teacher that actually knows xxxtentacion. also, listen to his new album '?' and get his song sad number 1 on billboard hot 100 thanku.  oh and listen to  j coles new album KOD",5,en,in the last week
Cairo English School,Bull dog Gaming,"lack of organisation, a lot of time wasted on useless things, teacher are decent since most are foreigners (altho they are decreasing) and school ground is spacious. s/o ms. Gammond who is really kind w most her students.",2,en,a month ago
Cairo English School,George Moussa,"Great school with a very large campus with a football field and a 400m track with two basketball courts and a weights room, the teachers are the best you will find in Egypt and the school is one of the best in my opinion.",5,en,5 months ago
Cairo English School,Paul Butler,This school continues to employ abusers in the guise of Hugh Maccamerly.His behaviour is covered up by the board .Beware.,1,en,3 months ago
Cairo English School,Daniel Kamel,I like beans. Mr.Forshaw is a legend.,4,en,2 months ago
New Cairo British International School,Karima Elsayed,"I tried to contact them , but they accept only foreigners passports, not egyption , racism and the good news , there vision is to keep there school clean from egyption and they are in egyption land , shame of you and that condition not clear on there web cite , thats kind of education who grow up citizen fall of racism and violance",1,en,2 months ago
New Cairo British International School,Asseel Darwish,"Amazing!! One of the best schools I have ever been to. If you are unsure about whether or not to go there; don't be! That school has done endless amounts for me both as a person - as it has build up my confidence immensely - and academically as it has a superb set of staff members. I cannot thank each and everyone of my teachers enough from M.r Thorne, to the very thoughtful Miss Reddy, to Mr O'Neil, to Miss Gilchrist, to Miss Belal, to the incredible and very knowledgeable Miss Birch, the very helpful Mr Tonkinson and the incredible Mr Watson ( who gave up many of his lunch breaks for me and knew exactly how to teach to the specification but in a fun and humorous way always!!) 

My teachers and time at NCBIS has simply been the best; and trust me when I say I am not overselling them!  The supporting staff are of an unparalleled calabour( the amazing Miss Noha who helped me greatly through my time in NCBIS, and the lovely lost and found person who found my glasses maybe 3 times and looked for my phone only to find that it was actually buried deep in my backpack!) I come across as very intelligent, I know!

Last but not least, I would like to give the biggest thank you to the headmaster M.r Hurrell who has stood by my family and I since I set foot into NCBIS!

Many thanks to everyone in the NCBIS community for helping me achieve my academic and personal goals. This school is truly an unforgettable chapter in my life!",5,en,8 months ago
New Cairo British International School,Walid Shebini,One of the best schools in new cairo offers high standards learning however its very expensive,4,en,a year ago
New Cairo British International School,ahmed safwat ragab,"best school ever, although I'm not in it I would assume that everyone in Egypt want to be in it. It's amazing in sooooooo many differnet ways.",5,en,a year ago
New Cairo British International School,prince malawani,"Great school, best education in new Cairo city , guards on school doors and parking spots for parents outside",5,en,a year ago
"Modern English School, Cairo",Hana Afifi,meh.,1,en,a week ago
"Modern English School, Cairo",Zeinab Abdelnabi,very good school,5,en,7 months ago
"Modern English School, Cairo",OMAR MOHAMMED,Good School,4,en,5 months ago
"Modern English School, Cairo",MOHAMED SALEH,Awesome,5,en,5 months ago
"Modern English School, Cairo",Omar Salah,This school is cool and all the Egyptian people have to dab,5,en,a year ago
"The British International School, Cairo",Omar Hussein,Bisc used to be a good school. If you want any proof of this notice how poorly written the other reviews are. As a former student I can say that at one point every single teacher was British. Now its all Spanish (even the principal) or other ESL speakers because they cost less. If you want the best ask the British Embassy where they recommend British teachers to teach. As of about a decade Bisc has not been on that list.,2,en,2 months ago
"The British International School, Cairo",ravicairo2510,"Bisc is the best school in the world. It has always been keeping its standard with a beautifully designed Campus and Excellent Teachers. Bisc also have dedicated classrooms such as ICT, Science and PE. Speaking of PE the school provides excellent sport facilities such as tennis courts, an Olympic sized swimming pool, two football courts and a basket ball court. They offer Foreign Trips for both sports and educational, These trips are very memorable and fun. If you are planning on moving to Cairo I highly recommended this school. The school also has a massive theater which holds both plays and assemblies.",5,en,3 months ago
"The British International School, Cairo",Mariam FAYEK,everthing is awsomeeeeeeee honestly come to this schuol it is so koool,5,en,3 months ago
"The British International School, Cairo",Dana NADDA,best education and friendly people,5,en,3 months ago
"The British International School, Cairo",Mazen Maged,"TheBritishIntermaI?.44£SchooI,Cairo",5,en,9 months ago
Manarat El Mostaqbal American School,Abdelhay Ammam,This school is really wonderful place,5,en,9 months ago
Manarat El Mostaqbal American School,Kabeyeka Vivian,Great experience,5,en,6 months ago
Manarat El Mostaqbal American School,moh aw,A great school,5,en,9 months ago
Manarat El Mostaqbal American School,Essam Abdelfattah,Very Good School,5,en,a year ago
Manarat El Mostaqbal American School,Abdullah Hamdy,Best school there is.,5,en,3 years ago
The Egyptian Language School,Explorer Leader,One of the greatest language school in Cairo.,4,en,a year ago
The Egyptian Language School,Rami Kabbani,"معاملة زبالة
تعليم زبالة",1,ar,7 months ago
The Egyptian Language School,Abdelrahim IsmailHamid,ممتازة,5,ar,a year ago
The Egyptian Language School,Delicca Delicca2,,2,en,3 months ago
The Egyptian Language School,Mohamed Talaat Asran,,5,en,4 months ago
British Columbia Canadian International School,boudy emad,The baddest school I have ever seen in my life. The teachers are not professional and also they are so unfair with the students who are in bccis. For example when someone hits you. You don’t hit him back. And when you tell  the teacher. She doesn’t do anything. My opinion is that this is  not good school for anyone to go. Trust me I’m from grade 4 and so far it is the baddest school.,1,en,2 months ago
British Columbia Canadian International School,Aatish Pathak,"Dear Staff,

Greetings!!

My self is an educational recruitment agent, Managing Director in Naviguer Education Private Limted India. I am interested to tie up with your school for the enrollment of student under secondary level from India. Kindly reply with complete details of your admission process and other required things.

Thanking you!

Pathak",5,en,3 years ago
British Columbia Canadian International School,Said Gamal,Good school,5,en,a year ago
British Columbia Canadian International School,Hossam Gamal,"beautiful

Timo",5,en,2 years ago
British Columbia Canadian International School,Ehab Said,هذه المدرسه اكثر من رائعه .. وموقعها ايضا ممتاز,5,ar,2 years ago
Pakistan International School,saroosh khan,My alma matter,5,en,2 months ago
Pakistan International School,Matida Muskwe,,5,en,11 months ago
Pakistan International School,shaymaa rashed,,5,en,a year ago
Pakistan International School,mostafahabib habib,,4,ar,5 months ago
Pakistan International School,Anna Zwiercan,,5,pl,a year ago
